"{""columnType"":""DIMENSION"";""dataType"":""STRING"";""name"":""ga:pagePath""}";"{""columnType"":""DIMENSION"";""dataType"":""STRING"";""name"":""ga:date""}";"{""columnType"":""METRIC"";""dataType"":""INTEGER"";""name"":""ga:visits""}";"{""columnType"":""METRIC"";""dataType"":""INTEGER"";""name"":""ga:visitors""}";"{""columnType"":""METRIC"";""dataType"":""TIME"";""name"":""ga:avgTimeOnPage""}";"{""columnType"":""METRIC"";""dataType"":""INTEGER"";""name"":""ga:pageviews""}";"{""columnType"":""METRIC"";""dataType"":""TIME"";""name"":""ga:timeOnPage""}";"{""columnType"":""METRIC"";""dataType"":""INTEGER"";""name"":""ga:uniquepageviews""}";
/media;20110329;8;25;3.855.844.155.844.150;93;2969.0;34;
/media;20110330;7;37;31.454.545.454.545.400;142;3806.0;46;
/media;20110331;4;21;2.152.777.777.777.770;46;775.0;27;
/media;20110401;5;34;3.980.327.868.852.450;77;2428.0;39;
/media;20110402;1;10;18.105.263.157.894.700;23;344.0;10;
/media;20110403;1;18;20.76;109;2076.0;21;
/media;20110404;4;33;807.378.640.776.699;114;8316.0;37;
/media;20110405;3;28;21.056.818.181.818.100;103;1853.0;37;
/media;20110406;8;34;62.705.263.157.894.700;109;5957.0;39;
/media;20110407;3;25;11.575;52;463.0;26;
/media;20110408;2;15;13.180.327.868.852.400;69;804.0;16;
/media;20110409;5;13;28.367.346.938.775.500;55;1390.0;15;
/media;20110410;2;11;19.958.333.333.333.300;24;479.0;12;
/media;20110411;2;22;1.718.032.786.885.240;71;1048.0;24;
/media;20110412;1;23;6.421.333.333.333.330;85;4816.0;26;
/media;20110413;3;22;10.887.878.787.878.700;46;3593.0;23;
/media;20110414;4;29;34.708.333.333.333.300;158;4998.0;33;
/media;20110415;1;18;21.925.925.925.925.900;37;592.0;21;
/media;20110416;0;5;936.111.111.111.111;36;337.0;9;
/media;20110417;5;9;10.517.241.379.310.300;37;305.0;14;
/media;20110418;7;53;14.663.101.604.278.000;213;2742.0;64;
/media;20110419;6;47;2.110.909.090.909.090;191;3483.0;51;
/media;20110420;4;34;25.873.417.721.518.900;177;4088.0;41;
/media;20110421;6;28;14.579.831.932.773.100;134;1735.0;38;
/media;20110422;3;15;14.142.857.142.857.100;101;1287.0;19;
/media;20110423;3;15;3.155.263.157.894.730;43;1199.0;22;
/media;20110424;3;7;1.365.625;35;437.0;11;
/media;20110425;4;19;457.625;91;3661.0;25;
/media;20110426;13;28;2.697.087.378.640.770;226;5556.0;41;
/media;20110427;6;22;1.323.076.923.076.920;43;344.0;27;
/media;20110428;5;48;32.216;146;4027.0;56;
/media;20110429;3;25;1.453.448.275.862.060;69;843.0;27;
/media;20110430;12;18;18.517.241.379.310.300;50;537.0;29;
/media;20110501;13;25;26.433.333.333.333.300;78;1586.0;33;
/media;20110502;10;25;5.395.061.728.395.060;96;4370.0;31;
/media;20110503;2;22;58.75;55;2820.0;23;
/media;20110504;8;34;32.365.591.397.849.400;109;3010.0;40;
/media;20110505;9;25;2.551.685.393.258.420;97;2271.0;27;
/media;20110506;3;24;3.037.704.918.032.780;72;1853.0;28;
/media;20110507;2;16;23.742.857.142.857.100;43;831.0;17;
/media;20110508;1;16;32.4;33;810.0;16;
/media;20110509;4;28;33.1;115;3310.0;33;
/media;20110510;4;31;19.75;90;1501.0;34;
/media;20110511;4;28;8.966.265.060.240.960;101;7442.0;31;
/media;20110512;6;27;5.765.217.391.304.340;106;5304.0;34;
/media;20110513;3;19;13.483.870.967.741.900;41;418.0;20;
/media;20110514;3;20;10.8;38;324.0;21;
/media;20110515;3;24;1.909.722.222.222.220;77;1375.0;26;
/media;20110516;9;36;3.109.433.962.264.150;178;4944.0;45;
/media;20110517;4;26;17.947.916.666.666.600;204;3446.0;30;
/media;20110518;3;17;27.119.266.055.045.800;116;2956.0;21;
/media;20110519;3;23;55.46;65;2773.0;24;
/media;20110520;5;24;5.590.425.531.914.890;106;5255.0;27;
/media;20110521;3;15;2.273.076.923.076.920;33;591.0;15;
/media;20110522;0;18;51.0;49;2040.0;19;
/media;20110523;3;21;2.903.448.275.862.060;67;1684.0;24;
/media;20110524;3;26;24.864.197.530.864.100;89;2014.0;32;
/media;20110525;4;26;18.098.360.655.737.700;74;1104.0;30;
/media;20110526;4;22;21.147.058.823.529.400;80;1438.0;26;
/media;20110527;9;29;48.254.901.960.784.300;70;2461.0;37;
/media;20110528;7;18;13.685.185.185.185.100;71;739.0;24;
/media;20110529;5;23;1.636.842.105.263.150;50;622.0;25;
/media;20110530;11;23;19.078.125;80;1221.0;33;
/media;20110531;7;28;25.153.846.153.846.100;83;1635.0;34;
/media;20110601;16;20;12.4;71;620.0;32;
/media;20110602;12;20;4.205.555.555.555.550;75;2271.0;29;
/media;20110603;2;16;21.16;31;529.0;17;
/media;20110604;1;15;2.003.846.153.846.150;34;521.0;16;
/media;20110605;1;18;27.364.864.864.864.800;82;2025.0;22;
/media;20110606;4;25;5.793.478.260.869.560;62;2665.0;30;
/media;20110607;7;30;19.473.684.210.526.300;114;1850.0;35;
/media;20110608;4;24;34.863.013.698.630.100;83;2545.0;30;
/media;20110609;2;12;9.947.368.421.052.630;25;189.0;12;
/media;20110610;6;25;38.526.315.789.473.600;108;3660.0;27;
/media;20110611;3;15;13.974.358.974.358.900;47;545.0;17;
/media;20110612;4;20;15.578.947.368.421.000;49;592.0;23;
/media;20110613;13;18;61.779.661.016.949.100;80;3645.0;28;
/media;20110614;19;34;61.171.052.631.578.900;110;4649.0;51;
/media;20110615;19;24;17.05;67;682.0;41;
/media;20110616;19;30;22.074.074.074.074.000;83;1192.0;50;
/media;20110617;14;20;4.174.404.761.904.760;185;7013.0;33;
/media;20110618;6;20;86.0;39;2322.0;23;
/media;20110619;8;13;30.571.428.571.428.500;53;1284.0;20;
/media;20110620;10;26;3.143.243.243.243.240;56;1163.0;33;
/media;20110621;4;28;2.462.962.962.962.960;92;1995.0;33;
/media;20110622;5;19;26.946.428.571.428.500;66;1509.0;23;
/media;20110623;1;15;27.174.603.174.603.100;66;1712.0;17;
/media;20110624;5;19;17.5;68;980.0;22;
/media;20110625;2;10;21.464.285.714.285.700;30;601.0;10;
/media;20110626;6;17;51.733.333.333.333.300;54;2328.0;20;
/media;20110627;5;20;7.212.068.965.517.240;65;4183.0;22;
/media;20110628;6;15;15.0;48;615.0;19;
/media;20110629;2;16;13.697.368.421.052.600;83;1041.0;20;
/media;20110630;4;16;2.748.076.923.076.920;61;1429.0;17;
/media;20110701;5;15;4.173.913.043.478.260;28;960.0;19;
/media;20110702;1;19;2.058.252.427.184.460;114;2120.0;19;
/media;20110703;2;7;12.631.578.947.368.400;61;720.0;7;
/media;20110704;3;18;4.068.518.518.518.510;62;2197.0;21;
/media;20110705;3;18;3.567.567.567.567.560;45;1320.0;22;
/media;20110706;4;18;2.499.009.900.990.090;109;2524.0;25;
/media;20110707;1;16;12.134.615.384.615.300;57;631.0;16;
/media;20110708;5;12;21.708.333.333.333.300;32;521.0;16;
/media;20110709;2;5;17.444.444.444.444.400;11;157.0;6;
/media;20110710;2;8;18.6;44;744.0;9;
/media;20110711;5;14;14.023.255.813.953.400;49;603.0;17;
/media;20110712;2;15;7.525.531.914.893.610;54;3537.0;18;
/media;20110713;2;10;25.714.285.714.285.700;25;540.0;10;
/media;20110714;3;16;18.8;80;1316.0;17;
/media;20110715;3;10;42.5;25;850.0;13;
/media;20110716;1;13;24.733.333.333.333.300;37;742.0;15;
/media;20110717;2;16;21.457.142.857.142.800;41;751.0;20;
/media;20110718;9;17;23.106.382.978.723.400;57;1086.0;22;
/media;20110719;2;15;42.175.438.596.491.200;60;2404.0;16;
/media;20110720;5;16;1.838.888.888.888.880;28;331.0;19;
/media;20110721;2;10;10.714.285.714.285.700;26;225.0;13;
/media;20110722;3;18;12.818.181.818.181.800;71;846.0;22;
/media;20110723;0;10;12.264.705.882.352.900;35;417.0;10;
/media;20110724;4;14;5.210.344.827.586.200;36;1511.0;19;
/media;20110725;5;29;5.660.294.117.647.050;75;3849.0;30;
/media;20110726;3;24;3.218.571.428.571.420;76;2253.0;25;
/media;20110727;2;19;23.483.333.333.333.300;67;1409.0;21;
/media;20110728;4;27;5.915.384.615.384.610;76;3845.0;29;
/media;20110729;2;14;15.777.777.777.777.700;58;852.0;15;
/media;20110730;1;12;25.224.489.795.918.300;54;1236.0;16;
/media;20110731;1;10;1.319.047.619.047.610;24;277.0;10;
/media;20110801;2;11;18.0;30;450.0;12;
/media;20110802;3;14;11.527.777.777.777.700;42;415.0;15;
/media;20110803;4;14;66.0;55;2838.0;17;
/media;20110804;4;16;12.266.666.666.666.600;24;184.0;16;
/media;20110805;4;19;219.672.131.147.541;68;1340.0;23;
/media;20110806;3;12;23.4;36;702.0;12;
/media;20110807;1;12;3.176.923.076.923.070;43;1239.0;13;
/media;20110808;1;16;2.086.046.511.627.900;51;897.0;18;
/media;20110809;3;22;1.672.222.222.222.220;43;602.0;23;
/media;20110810;1;17;3.246.808.510.638.290;51;1526.0;20;
/media;20110811;0;11;46.76;31;1169.0;12;
/media;20110812;2;19;41.714.285.714.285.700;119;4672.0;21;
/media;20110813;3;7;16.3;13;163.0;8;
/media;20110814;2;12;3.387.179.487.179.480;44;1321.0;12;
/media;20110815;0;6;22.555.555.555.555.500;21;406.0;6;
/media;20110816;1;17;1.323.076.923.076.920;70;860.0;17;
/media;20110817;1;13;34.388.888.888.888.800;38;1238.0;14;
/media;20110818;4;18;3.063.235.294.117.640;72;2083.0;19;
/media;20110819;2;15;42.475;48;1699.0;15;
/media;20110820;2;11;16.75;17;201.0;11;
/media;20110821;2;13;15.142.857.142.857.100;26;318.0;13;
/media;20110822;1;15;1.909.375;37;611.0;15;
/media;20110823;1;12;1.722.222.222.222.220;25;310.0;12;
/media;20110824;3;20;1.757.377.049.180.320;69;1072.0;22;
/media;20110825;2;12;63.029.411.764.705.800;36;2143.0;13;
/media;20110826;1;15;9.126.984.126.984.120;66;575.0;16;
/media;20110827;0;12;24.56;29;614.0;12;
/media;20110828;3;13;29.666.666.666.666.600;19;445.0;13;
/media;20110829;5;18;15.069.767.441.860.400;51;648.0;21;
/media;20110830;2;11;36.0;28;828.0;12;
/media;20110831;5;28;14.912.087.912.087.900;107;1357.0;33;
/media;20110901;7;22;15.841.584.158.415.800;110;1600.0;26;
/media;20110902;5;14;4.850.909.090.909.090;61;2668.0;19;
/media;20110903;0;6;8.642.857.142.857.140;29;242.0;6;
/media;20110904;2;22;13.202.127.659.574.400;101;1241.0;22;
/media;20110905;2;20;14.36;83;1077.0;22;
/media;20110906;6;30;31.310.344.827.586.200;76;1816.0;37;
/media;20110907;9;31;26.824.175.824.175.800;106;2441.0;37;
/media;20110908;1;16;48.193.548.387.096.700;38;1494.0;19;
/media;20110909;1;14;2.310.810.810.810.810;80;1710.0;17;
/media;20110910;1;6;21.125;18;338.0;6;
/media;20110911;1;11;19.4;39;679.0;11;
/media;20110912;5;15;13.551.020.408.163.200;56;664.0;18;
/media;20110913;1;8;20.967.741.935.483.800;33;650.0;11;
/media;20110914;2;19;1.849.367.088.607.590;85;1461.0;19;
/media;20110915;1;25;3.777.777.777.777.770;72;2380.0;27;
/media;20110916;3;15;2.327.777.777.777.770;42;838.0;16;
/media;20110917;3;16;6.042.857.142.857.140;77;4230.0;16;
/media;20110918;2;15;20.813.186.813.186.800;96;1894.0;15;
/media;20110919;4;32;22.567.164.179.104.400;78;1512.0;35;
/media;20110920;3;12;17.838.709.677.419.300;36;553.0;14;
/media;20110921;0;22;4.731.372.549.019.600;60;2413.0;24;
/media;20110922;2;16;38.375;48;1535.0;19;
/media;20110923;0;8;41.5;18;664.0;8;
/media;20110924;0;11;1.845.945.945.945.940;40;683.0;11;
/media;20110925;3;15;7.636.111.111.111.110;44;2749.0;15;
/media;20110926;1;18;31.0;35;713.0;19;
/media;20110927;0;22;1.253.191.489.361.700;59;589.0;26;
/media;20110928;5;32;107.08;87;8031.0;34;
/media;20110929;1;16;1.425.925.925.925.920;36;385.0;17;
/media;20110930;1;24;3.502.127.659.574.460;53;1646.0;28;
/media;20111001;1;10;24.125;19;386.0;11;
/media;20111002;3;16;11.246.153.846.153.800;47;4386.0;16;
/media;20111003;3;20;17.693.877.551.020.400;59;867.0;20;
/media;20111004;1;21;51.397.260.273.972.600;81;3752.0;23;
/media;20111005;6;16;43.371.428.571.428.500;39;1518.0;19;
/media;20111006;1;14;11.733.333.333.333.300;18;1408.0;14;
/media;20111007;5;24;14.830.769.230.769.200;78;964.0;26;
/media;20111008;1;14;14.068.181.818.181.800;50;619.0;15;
/media;20111009;2;13;1.715.625;41;549.0;15;
/media;20111010;10;22;20.106.666.666.666.600;86;1508.0;27;
/media;20111011;2;13;3.267.368.421.052.630;103;3104.0;15;
/media;20111012;0;25;5.197.727.272.727.270;98;4574.0;26;
/media;20111013;1;25;9.666.666.666.666.660;85;725.0;26;
/media;20111014;4;20;14.024.390.243.902.400;49;575.0;25;
/media;20111015;2;11;15.733.333.333.333.300;19;236.0;13;
/media;20111016;2;10;28.555.555.555.555.500;22;514.0;11;
/media;20111017;6;28;2.323.076.923.076.920;54;906.0;29;
/media;20111018;4;18;4.694.117.647.058.820;48;1596.0;25;
/media;20111019;3;28;14.524.590.163.934.400;76;886.0;31;
/media;20111020;1;14;15.098.901.098.901.000;97;1374.0;17;
/media;20111021;2;9;17.576.271.186.440.600;62;1037.0;11;
/media;20111022;0;13;151.875;38;486.0;13;
/media;20111023;2;16;594.375;40;1902.0;16;
/media;20111024;3;18;12.821.428.571.428.500;35;359.0;18;
/media;20111025;1;22;19.022.727.272.727.200;52;837.0;22;
/media;20111026;2;21;3.724.074.074.074.070;62;2011.0;21;
/media;20111027;1;13;11.421.052.631.578.900;23;217.0;13;
/media;20111028;0;11;9.285.714.285.714.280;33;260.0;12;
/media;20111029;1;7;16.428.571.428.571.400;17;230.0;7;
/media;20111030;2;10;30.625;25;490.0;11;
/media;20111031;6;27;16.350.877.192.982.400;68;932.0;28;
/media;20111101;3;23;4.198.795.180.722.890;92;3485.0;24;
/media;20111102;9;20;23.166.666.666.666.600;78;1529.0;25;
/media;20111103;8;22;2.382.051.282.051.280;50;929.0;27;
/media;20111104;1;14;24.727.272.727.272.700;29;544.0;14;
/media;20111105;0;12;78.0;21;1248.0;12;
/media;20111106;1;12;24.555.555.555.555.500;40;884.0;12;
/media;20111107;2;11;24.416.666.666.666.600;42;879.0;11;
/media;20111108;3;14;10.038.461.538.461.500;30;261.0;16;
/media;20111109;3;16;16.457.943.925.233.600;112;1761.0;17;
/media;20111110;9;27;37.129.629.629.629.600;67;2005.0;31;
/media;20111111;12;33;15.588.235.294.117.600;86;1060.0;34;
/media;20111112;6;12;705.909.090.909.091;28;1553.0;13;
/media;20111113;3;18;1.666.176.470.588.230;74;1133.0;19;
/media;20111114;4;21;14.560.975.609.756.000;52;597.0;21;
/media;20111115;3;27;3.784.375;141;4844.0;33;
/media;20111116;8;30;29.289.473.684.210.500;93;2226.0;35;
/media;20111117;6;26;27.356.435.643.564.300;112;2763.0;30;
/media;20111118;10;36;38.084.210.526.315.700;110;3618.0;41;
/media;20111119;2;21;18.813.953.488.372.000;91;1618.0;22;
/media;20111120;3;25;29.5;88;2301.0;27;
/media;20111121;8;28;2.953.435.114.503.810;152;3869.0;32;
/media;20111122;7;19;23.714.285.714.285.700;44;830.0;21;
/media;20111123;3;18;22.358.490.566.037.700;66;1185.0;19;
/media;20111124;6;27;14.666.666.666.666.600;46;484.0;28;
/media;20111125;5;24;16.983.870.967.741.900;73;1053.0;25;
/media;20111126;5;17;29.523.809.523.809.500;72;1860.0;18;
/media;20111127;9;26;16.428.571.428.571.400;70;920.0;29;
/media;20111128;7;25;22.185.185.185.185.100;39;599.0;25;
/media;20111129;7;18;2.061.764.705.882.350;44;701.0;20;
/media;20111130;10;28;1.726.153.846.153.840;85;1122.0;35;
/media;20111201;8;27;28.918.032.786.885.200;79;1764.0;32;
/media;20111202;11;24;16.5;41;396.0;26;
/media;20111203;1;19;16.666.666.666.666.600;54;750.0;19;
/media;20111204;10;20;19.0;43;551.0;24;
/media;20111205;10;25;7.876.190.476.190.470;57;3308.0;30;
/media;20111206;6;27;1.954.901.960.784.310;66;997.0;29;
/media;20111207;21;46;2.650.588.235.294.110;119;2253.0;58;
/media;20111208;12;30;3.898.876.404.494.380;108;3470.0;35;
/media;20111209;2;20;45.140.845.070.422.500;76;3205.0;20;
/media;20111210;7;24;3.468.181.818.181.810;55;1526.0;25;
/media;20111211;5;20;10.708.333.333.333.300;58;514.0;22;
/media;20111212;10;43;60.648.648.648.648.600;134;6732.0;49;
/media;20111213;13;32;4.863.265.306.122.440;116;4766.0;40;
/media;20111214;9;28;363.859.649.122.807;72;2074.0;33;
/media;20111215;12;31;2.671.698.113.207.540;71;1416.0;36;
/media;20111216;4;18;3.477.777.777.777.770;45;1252.0;18;
/media;20111217;8;21;34.111.111.111.111.100;110;3377.0;26;
/media;20111218;7;18;1.917.391.304.347.820;57;882.0;20;
/media;20111219;7;22;15.085.106.382.978.700;57;709.0;27;
/media;20111220;10;23;56.325.581.395.348.800;102;4844.0;35;
/media;20111221;5;25;60.875;100;5357.0;31;
/media;20111222;15;30;19.443.181.818.181.800;106;1711.0;41;
/media;20111223;6;17;29.923.076.923.076.900;48;1167.0;19;
/media;20111224;5;18;10.361.702.127.659.500;103;974.0;20;
/media;20111225;2;11;20.623.762.376.237.600;108;2083.0;11;
/media;20111226;2;11;922.258.064.516.129;33;2859.0;11;
/media;20111227;3;30;31.551.020.408.163.200;113;3092.0;35;
/media;20111228;18;29;24.75;63;990.0;33;
/media;20111229;5;27;19.1;131;2292.0;31;
/media;20111230;6;20;1.615.625;42;517.0;22;
/media;20111231;1;6;1.723.076.923.076.920;17;224.0;6;
/media;20120101;1;8;3.703.448.275.862.060;33;1074.0;8;
/media;20120102;1;17;1.678.787.878.787.870;41;554.0;18;
/media;20120103;5;22;14.273.809.523.809.500;94;1199.0;25;
/media;20120104;3;23;2.091.588.785.046.720;117;2238.0;26;
/media;20120105;2;24;15.974.358.974.358.900;44;623.0;25;
/media;20120106;3;18;9.764.516.129.032.250;41;3027.0;18;
/media;20120107;9;22;3.497.674.418.604.650;93;3008.0;23;
/media;20120108;1;18;17.403.508.771.929.800;65;992.0;20;
/media;20120109;2;24;1.200.900.900.900.900;121;1333.0;26;
/media;20120110;4;32;1.773.248.407.643.310;171;2784.0;34;
/media;20120111;5;29;35.392.405.063.291.100;97;2796.0;30;
/media;20120112;7;30;32.322.916.666.666.600;112;3103.0;34;
/media;20120113;5;20;22.291.666.666.666.600;82;1605.0;22;
/media;20120114;1;17;17.041.666.666.666.600;56;818.0;17;
/media;20120115;2;24;15.794.117.647.058.800;77;1074.0;26;
/media;20120116;5;29;21.295.454.545.454.500;182;3748.0;31;
/media;20120117;2;23;3.602.564.102.564.100;128;4215.0;26;
/media;20120118;1;32;22.866.666.666.666.600;120;2401.0;33;
/media;20120119;1;16;20.632.653.061.224.400;55;1011.0;17;
/media;20120120;2;21;21.345.070.422.535.200;148;3031.0;24;
/media;20120121;2;19;2.316.216.216.216.210;80;1714.0;19;
/media;20120122;5;24;21.696.969.696.969.600;114;2148.0;25;
/media;20120123;11;33;15.671.875;80;1003.0;33;
/media;20120124;4;33;4.486.614.173.228.340;145;5698.0;38;
/media;20120125;8;25;470.531.914.893.617;104;4423.0;34;
/media;20120126;7;42;4.689.873.417.721.510;104;3705.0;51;
/media;20120127;2;30;38.163.636.363.636.300;65;2099.0;31;
/media;20120128;0;10;1.609.090.909.090.900;47;708.0;10;
/media;20120129;1;16;15.512.820.512.820.500;44;605.0;18;
/media;20120130;2;32;21.695.238.095.238.000;116;2278.0;34;
/media;20120131;3;39;17.976.190.476.190.400;141;2265.0;47;
/media;20120201;2;28;18.688.524.590.163.900;70;1140.0;30;
/media;20120202;2;30;23.401.960.784.313.700;115;2387.0;34;
/media;20120203;0;20;30.703.125;132;3930.0;23;
/media;20120204;4;15;19.0;49;798.0;18;
/media;20120205;4;25;29.294.117.647.058.800;111;2988.0;27;
/media;20120206;3;21;14.454.545.454.545.400;53;636.0;24;
/media;20120207;4;49;22.401.574.803.149.600;149;2845.0;52;
/media;20120208;3;39;3.497.894.736.842.100;115;3323.0;43;
/media;20120209;5;32;3.809.655.172.413.790;153;5524.0;37;
/media;20120210;14;36;48.204.301.075.268.800;108;4483.0;40;
/media;20120211;1;18;15.716.417.910.447.700;70;1053.0;19;
/media;20120212;2;25;21.272.727.272.727.200;66;1170.0;26;
/media;20120213;4;37;38.16;143;4770.0;39;
/media;20120214;2;28;22.708.695.652.173.900;243;5223.0;35;
/media;20120215;5;38;4.047.899.159.663.860;132;4817.0;42;
/media;20120216;12;35;2.655.056.179.775.280;109;2363.0;40;
/media;20120217;6;30;14.963.414.634.146.300;102;1227.0;35;
/media;20120218;2;19;18.083.333.333.333.300;67;1085.0;19;
/media;20120219;5;19;31.017.857.142.857.100;63;1737.0;21;
/media;20120220;2;30;3.049.425.287.356.320;97;2653.0;31;
/media;20120221;4;34;25.861.702.127.659.500;112;2431.0;35;
/media;20120222;11;37;2.079.381.443.298.960;115;2017.0;45;
/media;20120223;10;28;20.038.888.888.888.800;196;3607.0;35;
/media;20120224;6;23;3.367.605.633.802.810;80;2391.0;26;
/media;20120225;14;24;18.773.480.662.983.400;193;3398.0;29;
/media;20120226;4;18;16.160.714.285.714.200;63;905.0;21;
/media;20120227;5;19;1.936.231.884.057.970;74;1336.0;20;
/media;20120228;10;29;30.402.298.850.574.700;105;2645.0;32;
/media;20120229;6;25;58.5;73;3510.0;26;
/media;20120301;5;25;37.946.236.559.139.700;105;3529.0;26;
/media;20120302;1;26;17.479.166.666.666.600;106;1678.0;27;
/media;20120303;1;18;4.394.871.794.871.790;84;3428.0;18;
/media;20120304;2;17;4.123.255.813.953.480;52;1773.0;17;
/media;20120305;3;27;1.691.919.191.919.190;104;1675.0;30;
/media;20120306;5;23;8.547.916.666.666.660;58;4103.0;24;
/media;20120307;11;45;38.525.862.068.965.500;139;4469.0;52;
/media;20120308;6;22;4.590.163.934.426.220;73;2800.0;25;
/media;20120309;5;27;3.593.333.333.333.330;111;3773.0;29;
/media;20120310;4;15;19.322.580.645.161.200;37;599.0;15;
/media;20120311;0;11;17.275.862.068.965.500;35;501.0;11;
/media;20120312;5;35;1.194.927.536.231.880;153;1649.0;39;
/media;20120313;2;34;3.869.421.487.603.300;131;4682.0;36;
/media;20120314;2;28;4.282.608.695.652.170;82;2955.0;29;
/media;20120315;2;21;40.472.972.972.972.900;84;2995.0;22;
/media;20120316;9;30;21.660.377.358.490.500;66;1148.0;30;
/media;20120317;2;14;28.75;33;805.0;14;
/media;20120318;6;17;2.211.904.761.904.760;49;929.0;17;
/media;20120319;4;34;25.722.689.075.630.200;135;3061.0;35;
/media;20120320;12;38;42.35;118;4235.0;40;
/media;20120321;5;24;19.105.263.157.894.700;51;726.0;25;
/media;20120322;11;39;4.296.190.476.190.470;126;4511.0;49;
/media;20120323;8;28;14.487.179.487.179.400;94;1130.0;34;
/media;20120324;4;15;12.027.027.027.027.000;44;445.0;18;
/media;20120325;20;31;19.636.363.636.363.600;58;648.0;35;
/media;20120326;9;27;4.444.827.586.206.890;74;2578.0;32;
/media;20120327;10;36;48.292.682.926.829.200;100;3960.0;38;
/media;20120328;7;33;24.388.059.701.492.500;84;1634.0;38;
/media;20120329;8;133;24.412.451.361.867.700;319;6274.0;137;
/media;20120330;5;119;20.876.106.194.690.200;393;7077.0;126;
/media;20120331;3;25;5.201.538.461.538.460;75;3381.0;25;
/media;20120401;1;28;18.860.869.565.217.300;124;2169.0;28;
/media;20120402;7;23;23.831.460.674.157.300;100;2121.0;27;
/media;20120403;3;44;6.665.178.571.428.570;134;7465.0;49;
/media;20120404;3;42;3.378.813.559.322.030;138;3987.0;50;
/media;20120405;5;36;38.95;133;4674.0;36;
/media;20120406;0;20;15.063.829.787.234.000;55;708.0;22;
/media;20120407;1;22;21.930.232.558.139.500;51;943.0;23;
/media;20120408;4;21;16.884.615.384.615.300;59;878.0;22;
/media;20120409;1;16;1.691.111.111.111.110;51;761.0;16;
/media;20120410;4;44;2.745.985.401.459.850;155;3762.0;52;
/media;20120411;0;16;1.617.142.857.142.850;43;566.0;19;
/media;20120412;5;23;6.437.333.333.333.330;84;4828.0;27;
/media;20120413;4;30;22.325;92;1786.0;35;
/media;20120414;4;11;22.216.216.216.216.200;45;822.0;12;
/media;20120415;2;29;3.286.619.718.309.850;158;4667.0;31;
/media;20120416;3;26;1.977.358.490.566.030;60;1048.0;26;
/media;20120417;1;25;7.541.509.433.962.260;67;3997.0;29;
/media;20120418;3;20;7.350.819.672.131.140;72;4484.0;24;
/media;20120419;3;34;1.719.811.320.754.710;116;1823.0;38;
/media;20120420;2;22;4.198.550.724.637.680;78;2897.0;24;
/media;20120421;2;23;35.662.921.348.314.600;101;3174.0;26;
/media;20120422;4;28;16.836.734.693.877.500;64;825.0;30;
/media;20120423;5;45;51.293.103.448.275.800;145;5950.0;54;
/media;20120424;8;50;4.796.648.044.692.730;207;8586.0;66;
/media;20120425;11;39;6.554.761.904.761.900;104;5506.0;50;
/media;20120426;5;32;23.597.014.925.373.100;83;1581.0;37;
/media;20120427;3;34;17.575;135;2109.0;37;
/media;20120428;3;15;27.974.358.974.358.900;47;1091.0;18;
